"ID"	"adj.P.Val"	"P.Value"	"logFC"	"Gene_symbol"
"PH_hs_0002362"	"0.89505388"	"7.79e-01"	"0.0659061"	"ARHGAP10"
"PH_hs_0060190"	"0.89505388"	"7.79e-01"	"-0.0712869"	"C8orf34"
"PH_hs_0030667"	"0.89505388"	"7.79e-01"	"0.0557115"	"PDZRN4"
"PH_hs_0033834"	"0.89506931"	"7.79e-01"	"0.0552293"	"RAB19"
"PH_hs_0019684"	"0.89506931"	"7.79e-01"	"-0.0681245"	"MIER3"
"PH_hs_0005334"	"0.89506931"	"7.79e-01"	"-0.0540963"	"C10orf68"
"PH_hs_0009608"	"0.89510322"	"7.79e-01"	"0.0848461"	"RBMS3"
"PH_hs_0044866"	"0.89510322"	"7.79e-01"	"-0.0731616"	"SPACA5"
"PH_hs_0026532"	"0.89510322"	"7.79e-01"	"0.1287634"	"RUNDC3A"
"PH_hs_0046607"	"0.89512386"	"7.79e-01"	"0.0717302"	""
"PH_hs_0042465"	"0.89512386"	"7.79e-01"	"-0.0574832"	"OR5M9"
"PH_hs_0045727"	"0.89520098"	"7.80e-01"	"0.1164197"	"FLT1"
"PH_hs_0062329"	"0.89531537"	"7.80e-01"	"-0.0494712"	"LOC401180"
"PH_hs_0042938"	"0.89531537"	"7.80e-01"	"-0.0710117"	"LRRC30"
"PH_hs_0040455"	"0.89531537"	"7.80e-01"	"-0.0595277"	"SPRTN"
"PH_hs_0047930"	"0.89531537"	"7.80e-01"	"-0.067787"	"NUMBL"
"PH_hs_0008414"	"0.89531537"	"7.80e-01"	"-0.069385"	"NCKAP5L"
"PH_hs_0023468"	"0.89541495"	"7.80e-01"	"-0.1118885"	"EFCAB6"
"PH_hs_0062359"	"0.89541916"	"7.80e-01"	"-0.0571159"	"LOC731282"
"PH_hs_0030901"	"0.89547549"	"7.80e-01"	"-0.05905"	"DUSP7"
"PH_hs_0061115"	"0.89547549"	"7.80e-01"	"-0.0483515"	""
"PH_hs_0036574"	"0.89547549"	"7.80e-01"	"-0.0725601"	""
"PH_hs_0004499"	"0.89547549"	"7.80e-01"	"-0.0623142"	"SF3A3"
"PH_hs_0047103"	"0.89547549"	"7.80e-01"	"-0.08339"	"previous version conserved probe"
"PH_hs_0043186"	"0.89554156"	"7.80e-01"	"-0.0600764"	"OLFM3"
"PH_hs_0023066"	"0.89558265"	"7.80e-01"	"-0.1059652"	"TDP2"
"PH_hs_0005614"	"0.89559894"	"7.80e-01"	"-0.0654604"	"AGR3"
"PH_hs_0036171"	"0.8957803"	"7.80e-01"	"-0.0858297"	"LILRB5"
"PH_hs_0047415"	"0.89581413"	"7.81e-01"	"-0.0539617"	"SPAG9"
"PH_hs_0028131"	"0.89582755"	"7.81e-01"	"0.1075987"	"MAP3K7"
"PH_hs_0000029"	"0.89598571"	"7.81e-01"	"0.1987416"	"CCKBR"
"PH_hs_0004585"	"0.89598571"	"7.81e-01"	"-0.0476809"	"EIF4E"
"PH_hs_0047066"	"0.89598571"	"7.81e-01"	"-0.0547739"	""
"PH_hs_0024760"	"0.89598571"	"7.81e-01"	"-0.0503707"	"DPY19L1"
"PH_hs_0023302"	"0.89598571"	"7.81e-01"	"-0.0497339"	"WNT8A"
"PH_hs_0044052"	"0.89598571"	"7.81e-01"	"-0.0604185"	"previous version conserved probe"
"PH_hs_0035079"	"0.89598571"	"7.81e-01"	"0.0894835"	""
"PH_hs_0027597"	"0.89598571"	"7.81e-01"	"-0.0720948"	"RFX7"
"PH_hs_0061701"	"0.89603153"	"7.81e-01"	"-0.095927"	"PRKG1"
"PH_hs_0029264"	"0.89607616"	"7.81e-01"	"-0.0481786"	"RAB9BP1"
"PH_hs_0005856"	"0.89607616"	"7.81e-01"	"-0.0603084"	"RAD54L2"
"PH_hs_0004932"	"0.89607616"	"7.81e-01"	"-0.0613111"	"SIT1"
"PH_hs_0003421"	"0.89607616"	"7.81e-01"	"-0.055203"	"DACT1"
"PH_hs_0025226"	"0.89607616"	"7.81e-01"	"-0.0704906"	"S1PR2"
"PH_hs_0005535"	"0.89624634"	"7.81e-01"	"-0.0667438"	"DEFB127"
"PH_hs_0027300"	"0.8964019"	"7.82e-01"	"0.1170329"	"SLC10A2"
"PH_hs_0025805"	"0.89669892"	"7.82e-01"	"-0.0636603"	"SEMA3E"
"PH_hs_0047384"	"0.89669892"	"7.82e-01"	"0.0579193"	"previous version conserved probe"
"PH_hs_0048098"	"0.89669892"	"7.82e-01"	"-0.0641949"	"TLR6"
"PH_hs_0029436"	"0.89672282"	"7.82e-01"	"0.0586296"	"MMP23B|MMP23A"
"PH_hs_0023594"	"0.89672282"	"7.82e-01"	"0.1077938"	"DEGS1"
"PH_hs_0028097"	"0.89672282"	"7.82e-01"	"-0.0634653"	"MLLT6"
"PH_hs_0046945"	"0.8968202"	"7.82e-01"	"-0.0664025"	""
"PH_hs_0014632"	"0.89682252"	"7.82e-01"	"-0.0807643"	""
"PH_hs_0042988"	"0.89682252"	"7.82e-01"	"0.0574369"	"OR2A2"
"PH_hs_0021954"	"0.89682384"	"7.82e-01"	"-0.1141647"	"previous version conserved probe"
"PH_hs_0023464"	"0.89682384"	"7.82e-01"	"0.0592465"	"EIF2B5"
"PH_hs_0044045"	"0.89682384"	"7.82e-01"	"-0.057511"	"LOC154872"
"PH_hs_0040130"	"0.89682384"	"7.82e-01"	"-0.0892498"	"RYK"
"PH_hs_0001743"	"0.89682384"	"7.82e-01"	"0.0494172"	"NDST3"
"PH_hs_0047514"	"0.89682384"	"7.82e-01"	"-0.0556856"	"FAM160A1"
"PH_hs_0006404"	"0.89682384"	"7.82e-01"	"0.1200103"	"TRPC5OS"
"PH_hs_0026266"	"0.89682384"	"7.82e-01"	"0.0510001"	"OR5F1"
"PH_hs_0025151"	"0.89690709"	"7.82e-01"	"-0.0673311"	"SEC22A"
"PH_hs_0045911"	"0.89690709"	"7.82e-01"	"-0.0909942"	"PCDHGA8"
"PH_hs_0046954"	"0.89693287"	"7.83e-01"	"-0.0527937"	"previous version conserved probe"
"PH_hs_0003825"	"0.89701078"	"7.83e-01"	"-0.1261101"	"GSPT2"
"PH_hs_0049231"	"0.89743532"	"7.83e-01"	"0.0618426"	"C4orf19"
"PH_hs_0010165"	"0.89743532"	"7.83e-01"	"0.0823699"	"C9orf91"
"PH_hs_0012800"	"0.89744148"	"7.83e-01"	"-0.0747907"	"NKX2-8"
"PH_hs_0033980"	"0.89749959"	"7.83e-01"	"0.1186988"	"previous version conserved probe"
"PH_hs_0012055"	"0.89756579"	"7.83e-01"	"0.0800681"	""
"PH_hs_0005222"	"0.89756868"	"7.83e-01"	"0.0704286"	"PMEL"
"PH_hs_0060357"	"0.89767347"	"7.83e-01"	"-0.071958"	"C10orf112"
"PH_hs_0046389"	"0.89767347"	"7.83e-01"	"-0.0552285"	"previous version conserved probe"
"PH_hs_0012237"	"0.89792336"	"7.84e-01"	"-0.0628823"	"previous version conserved probe"
"PH_hs_0000002"	"0.89816756"	"7.84e-01"	"-0.0472906"	"CEACAM4"
"PH_hs_0008703"	"0.89816756"	"7.84e-01"	"0.0596707"	"KY"
"PH_hs_0023411"	"0.89816756"	"7.84e-01"	"-0.0735148"	"IQCD"
"PH_hs_0035000"	"0.89816756"	"7.84e-01"	"-0.0696527"	""
"PH_hs_0037737"	"0.89816756"	"7.84e-01"	"0.0847956"	"TCF4"
"PH_hs_0011440"	"0.89816756"	"7.84e-01"	"0.0965852"	"previous version conserved probe"
"PH_hs_0001862"	"0.89816756"	"7.84e-01"	"-0.07011"	"UBN1"
"PH_hs_0047313"	"0.89816756"	"7.84e-01"	"0.0642599"	"TFAP2B"
"PH_hs_0038723"	"0.89816756"	"7.84e-01"	"-0.0650771"	"SLCO1B1"
"PH_hs_0026895"	"0.89816756"	"7.84e-01"	"-0.0630635"	"ZC3HAV1L"
"PH_hs_0020650"	"0.89816756"	"7.84e-01"	"-0.0549695"	"GGT5"
"PH_hs_0043473"	"0.89816756"	"7.84e-01"	"-0.1988363"	"CEACAM21"
"PH_hs_0002328"	"0.89816756"	"7.84e-01"	"-0.0573521"	"DPAGT1"
"PH_hs_0042352"	"0.89816756"	"7.84e-01"	"-0.0603339"	"DPH1"
"PH_hs_0030161"	"0.89816756"	"7.84e-01"	"-0.0561814"	"COX7B"
"PH_hs_0006864"	"0.89817002"	"7.84e-01"	"0.0587709"	"SPACA4"
"PH_hs_0027789"	"0.89819124"	"7.84e-01"	"-0.0838134"	"ACTN1"
"PH_hs_0014963"	"0.89831369"	"7.85e-01"	"0.135043"	"CWH43"
"PH_hs_0017465"	"0.89835472"	"7.85e-01"	"0.1505634"	"previous version conserved probe"
"PH_hs_0046704"	"0.89835472"	"7.85e-01"	"-0.0720862"	"previous version conserved probe"
"PH_hs_0026799"	"0.89835472"	"7.85e-01"	"-0.0917361"	"ZNF317"
"PH_hs_0042896"	"0.89835472"	"7.85e-01"	"-0.0538787"	"GRXCR2"
"PH_hs_0027280"	"0.89835472"	"7.85e-01"	"-0.0517972"	"NDUFS2"
"PH_hs_0046446"	"0.89841226"	"7.85e-01"	"-0.0621162"	"previous version conserved probe"
"PH_hs_0010447"	"0.89841421"	"7.85e-01"	"-0.0717664"	"DDO"
"PH_hs_0049240"	"0.89843532"	"7.85e-01"	"0.0552661"	"TANC1"
"PH_hs_0003743"	"0.89843532"	"7.85e-01"	"0.0574657"	"STK32B"
"PH_hs_0034491"	"0.8984862"	"7.85e-01"	"-0.075308"	"LOC401296"
"PH_hs_0012012"	"0.8984862"	"7.85e-01"	"0.1008646"	"KIAA1211"
"PH_hs_0045045"	"0.89852014"	"7.85e-01"	"-0.0517581"	"GGA1"
"PH_hs_0032014"	"0.89860109"	"7.85e-01"	"0.0940929"	"SSX3|SSX2|SSX2B|SSX1|SSX6|SSX8|SSX4|SSX4B|SSX5"
"PH_hs_0024419"	"0.89865895"	"7.85e-01"	"0.0624903"	"MCF2"
"PH_hs_0061502"	"0.89881831"	"7.85e-01"	"-0.1115106"	"ANKRD17"
"PH_hs_0025092"	"0.89885857"	"7.85e-01"	"0.0505791"	"MRPL24"
"PH_hs_0026433"	"0.89887285"	"7.86e-01"	"-0.050813"	"TADA2B"
"PH_hs_0061410"	"0.89887285"	"7.86e-01"	"-0.0854719"	"ASTN1"
"PH_hs_0004374"	"0.8989294"	"7.86e-01"	"-0.0475205"	"PKD1"
"PH_hs_0039269"	"0.89894719"	"7.86e-01"	"0.0891439"	"RGMB"
"PH_hs_0026673"	"0.89894719"	"7.86e-01"	"-0.0492514"	"GJD4"
"PH_hs_0036270"	"0.89895833"	"7.86e-01"	"-0.057675"	"TTTY19"
"PH_hs_0020714"	"0.89897747"	"7.86e-01"	"-0.0870572"	"previous version conserved probe"
"PH_hs_0043973"	"0.89897747"	"7.86e-01"	"-0.2057948"	"REXO1L1"
"PH_hs_0012402"	"0.89897747"	"7.86e-01"	"0.0715405"	"POLR2J"
"PH_hs_0048057"	"0.89897747"	"7.86e-01"	"-0.0549123"	"XIRP1"
"PH_hs_0033297"	"0.89897747"	"7.86e-01"	"0.0497619"	"LOC101060373|NOMO1|NOMO2|NOMO3"
"PH_hs_0024500"	"0.89897747"	"7.86e-01"	"-0.0669744"	"TMEM9B"
"PH_hs_0046751"	"0.89897747"	"7.86e-01"	"0.0637475"	"previous version conserved probe"
"PH_hs_0034868"	"0.89897747"	"7.86e-01"	"-0.0520912"	"ABHD14A"
"PH_hs_0046747"	"0.89897747"	"7.86e-01"	"-0.0486974"	"previous version conserved probe"
"PH_hs_0000251"	"0.89897747"	"7.86e-01"	"-0.0722223"	"PNMT"
"PH_hs_0041196"	"0.89897747"	"7.86e-01"	"-0.0700627"	"USH2A"
"PH_hs_0061667"	"0.89897747"	"7.86e-01"	"-0.0725671"	"METTL11B"
"PH_hs_0031814"	"0.89898199"	"7.86e-01"	"-0.0662662"	"NUP210P1"
"PH_hs_0045172"	"0.89919799"	"7.86e-01"	"0.2102985"	"PCDHGC5"
"PH_hs_0040745"	"0.89927961"	"7.86e-01"	"0.1263905"	"previous version conserved probe"
"PH_hs_0002463"	"0.89927961"	"7.86e-01"	"0.0682162"	"EIF3G"
"PH_hs_0015889"	"0.89931269"	"7.87e-01"	"0.0629918"	"previous version conserved probe"
"PH_hs_0062437"	"0.89939122"	"7.87e-01"	"0.1034625"	"LOC728671"
"PH_hs_0000843"	"0.89946048"	"7.87e-01"	"-0.0628581"	"KIAA1045"
"PH_hs_0011843"	"0.89946048"	"7.87e-01"	"-0.0768273"	"previous version conserved probe"
"PH_hs_0012304"	"0.89946048"	"7.87e-01"	"0.0579828"	"LINC00443"
"PH_hs_0035214"	"0.89946048"	"7.87e-01"	"-0.0524095"	"previous version conserved probe"
"PH_hs_0042863"	"0.89946996"	"7.87e-01"	"-0.0639765"	"ZXDB"
"PH_hs_0030776"	"0.89946996"	"7.87e-01"	"0.0640983"	"SAMD9"
"PH_hs_0004305"	"0.89946996"	"7.87e-01"	"0.109342"	"ITIH2"
"PH_hs_0046242"	"0.89946996"	"7.87e-01"	"-0.0785093"	"KLHL33"
"PH_hs_0008513"	"0.89946996"	"7.87e-01"	"-0.0589879"	"NAT9"
"PH_hs_0044647"	"0.89946996"	"7.87e-01"	"-0.0644262"	"TBL1Y"
"PH_hs_0043970"	"0.89947598"	"7.87e-01"	"-0.1770687"	"MS4A13"
"PH_hs_0032812"	"0.89947598"	"7.87e-01"	"0.0503476"	"B3GNT6"
"PH_hs_0028325"	"0.89949567"	"7.87e-01"	"-0.0572299"	"previous version conserved probe"
"PH_hs_0025883"	"0.89954779"	"7.87e-01"	"-0.055359"	"ESR2"
"PH_hs_0017072"	"0.89956896"	"7.87e-01"	"-0.0515611"	"ASZ1"
"PH_hs_0026319"	"0.89956896"	"7.87e-01"	"-0.0592954"	"PLEKHG4B"
"PH_hs_0026469"	"0.89970575"	"7.87e-01"	"-0.0764994"	"PPAP2A"
"PH_hs_0032499"	"0.89978099"	"7.87e-01"	"-0.0612009"	"ZNF431"
"PH_hs_0022661"	"0.89983069"	"7.88e-01"	"-0.0770312"	"TMPRSS15"
"PH_hs_0043138"	"0.89983069"	"7.88e-01"	"0.0889104"	"TRMT11"
"PH_hs_0039627"	"0.89986647"	"7.88e-01"	"0.0694945"	"previous version conserved probe"
"PH_hs_0010678"	"0.89986647"	"7.88e-01"	"0.0545324"	"WBSCR28"
"PH_hs_0046719"	"0.89993086"	"7.88e-01"	"0.0637486"	"previous version conserved probe"
"PH_hs_0061859"	"0.89994587"	"7.88e-01"	"-0.1450026"	"ZNF621"
"PH_hs_0030911"	"0.90008591"	"7.88e-01"	"-0.0734185"	"KCTD2"
"PH_hs_0014666"	"0.90010746"	"7.88e-01"	"0.0554862"	"FHL5"
"PH_hs_0017247"	"0.90010746"	"7.88e-01"	"-0.0616386"	"PLCB2"
"PH_hs_0000335"	"0.90014509"	"7.88e-01"	"0.0575093"	"PKN1"
"PH_hs_0035227"	"0.90014509"	"7.88e-01"	"-0.0910845"	"previous version conserved probe"
"PH_hs_0061035"	"0.9001494"	"7.88e-01"	"-0.0724627"	"NKD1"
"PH_hs_0029639"	"0.90017972"	"7.88e-01"	"-0.063392"	"FLJ22184"
"PH_hs_0047474"	"0.90023938"	"7.88e-01"	"-0.0695866"	"previous version conserved probe"
"PH_hs_0044974"	"0.90023938"	"7.88e-01"	"-0.0736082"	"C9orf53"
"PH_hs_0049653"	"0.90023938"	"7.88e-01"	"-0.0643631"	"C1GALT1"
"PH_hs_0007597"	"0.90023938"	"7.88e-01"	"-0.1037354"	"SULT1B1"
"PH_hs_0025140"	"0.90033157"	"7.88e-01"	"-0.0652644"	"LECT1"
"PH_hs_0035592"	"0.90034545"	"7.89e-01"	"-0.0814241"	"CACNA1F"
"PH_hs_0034551"	"0.90034545"	"7.89e-01"	"-0.0833447"	"previous version conserved probe"
"PH_hs_0012938"	"0.90035399"	"7.89e-01"	"0.0641716"	"TPSD1"
"PH_hs_0048816"	"0.90035513"	"7.89e-01"	"-0.0651279"	"C10orf71"
"PH_hs_0033414"	"0.90035513"	"7.89e-01"	"0.0637977"	"DOCK1"
"PH_hs_0042001"	"0.90035513"	"7.89e-01"	"-0.0796216"	"C1orf109"
"PH_hs_0049350"	"0.90035513"	"7.89e-01"	"0.0845389"	"ATF7"
"PH_hs_0014873"	"0.90035513"	"7.89e-01"	"0.0477008"	"ADAMTS20"
"PH_hs_0060511"	"0.90035513"	"7.89e-01"	"0.0811488"	"PVRIG"
"PH_hs_0060552"	"0.90035513"	"7.89e-01"	"0.0573063"	""
"PH_hs_0028463"	"0.90036148"	"7.89e-01"	"0.0588399"	"BAG6"
"PH_hs_0061814"	"0.90040588"	"7.89e-01"	"-0.0565248"	"TLK2"
"PH_hs_0028214"	"0.90050913"	"7.89e-01"	"0.0773702"	"EDARADD"
"PH_hs_0049048"	"0.90051326"	"7.89e-01"	"0.0695431"	"HOMER1"
"PH_hs_0043475"	"0.9005425"	"7.89e-01"	"0.0978747"	"ACPP"
"PH_hs_0031277"	"0.9005425"	"7.89e-01"	"0.0721586"	"KRTAP19-1|KRTAP19-3"
"PH_hs_0018753"	"0.9005425"	"7.89e-01"	"-0.0752554"	"PKD1L3"
"PH_hs_0029270"	"0.90056451"	"7.89e-01"	"0.0785532"	"C10orf118"
"PH_hs_0023109"	"0.90065115"	"7.89e-01"	"-0.0596777"	"SEC22B"
"PH_hs_0062064"	"0.90065222"	"7.89e-01"	"0.0681653"	"OR10G8|OR10G7|OR10G4|OR10G9"
"PH_hs_0005042"	"0.90073477"	"7.89e-01"	"-0.1716186"	"SNCB"
"PH_hs_0043041"	"0.90073477"	"7.89e-01"	"-0.0579858"	"OR2W3"
"PH_hs_0031949"	"0.90078866"	"7.90e-01"	"0.0746316"	"SLC22A14"
"PH_hs_0025156"	"0.90084788"	"7.90e-01"	"0.0527503"	"AIM1"
"PH_hs_0000361"	"0.90087048"	"7.90e-01"	"-0.2095228"	"MYOG"
"PH_hs_0016057"	"0.90090417"	"7.90e-01"	"0.0550378"	"TRIM3"
"PH_hs_0013495"	"0.9009418"	"7.90e-01"	"-0.0480552"	"ILF3"
"PH_hs_0001508"	"0.90097486"	"7.90e-01"	"0.0610324"	"SUOX"
"PH_hs_0017323"	"0.90099195"	"7.90e-01"	"0.1482956"	"TSPO2"
"PH_hs_0023538"	"0.90118482"	"7.90e-01"	"-0.110832"	"ASF1A"
"PH_hs_0044225"	"0.90125924"	"7.90e-01"	"0.0887162"	"WDR20"
"PH_hs_0022214"	"0.90125924"	"7.90e-01"	"-0.0535748"	"MGAT2"
"PH_hs_0029283"	"0.90125924"	"7.90e-01"	"0.0504925"	"CLEC7A"
"PH_hs_0046013"	"0.90125924"	"7.90e-01"	"0.0559463"	"DISC1"
"PH_hs_0042831"	"0.90125924"	"7.90e-01"	"0.1147839"	"SPINK14"
"PH_hs_0060309"	"0.90130598"	"7.90e-01"	"0.1040819"	"KCNA2"
"PH_hs_0046825"	"0.90130598"	"7.90e-01"	"-0.0504068"	"LEF1-AS1"
"PH_hs_0003610"	"0.90130598"	"7.90e-01"	"-0.0514462"	"GPATCH1"
"PH_hs_0012661"	"0.90130598"	"7.90e-01"	"0.070524"	""
"PH_hs_0045258"	"0.90130598"	"7.90e-01"	"0.0538022"	"PTMA"
"PH_hs_0029863"	"0.90130598"	"7.90e-01"	"-0.0453905"	"HMGN1"
"PH_hs_0012909"	"0.90130598"	"7.91e-01"	"0.052689"	"AACS"
"PH_hs_0002670"	"0.90131016"	"7.91e-01"	"-0.0691265"	"RAB40C"
"PH_hs_0062416"	"0.90135181"	"7.91e-01"	"-0.1737575"	"LOC728065"
"PH_hs_0030857"	"0.90142142"	"7.91e-01"	"-0.0624981"	"CXCL1"
"PH_hs_0033574"	"0.90142142"	"7.91e-01"	"0.0507019"	"TMPRSS11BNL"
"PH_hs_0060106"	"0.90142142"	"7.91e-01"	"-0.0649086"	"PRRG1"
"PH_hs_0046501"	"0.90142142"	"7.91e-01"	"0.0588891"	"MUSK"
"PH_hs_0023818"	"0.90142313"	"7.91e-01"	"-0.0731063"	"LZIC"
"PH_hs_0047785"	"0.90148255"	"7.91e-01"	"0.0748296"	"SLC6A2"
"PH_hs_0046798"	"0.90148255"	"7.91e-01"	"-0.0729045"	"BTNL10"
"PH_hs_0047014"	"0.90161682"	"7.91e-01"	"-0.0736942"	""
"PH_hs_0046191"	"0.90164583"	"7.91e-01"	"0.0527726"	"CCM2"
"PH_hs_0006481"	"0.90168048"	"7.91e-01"	"0.0463371"	""
"PH_hs_0004914"	"0.90195756"	"7.91e-01"	"-0.0506012"	"ARHGEF16"
"PH_hs_0030077"	"0.90195756"	"7.91e-01"	"-0.0653367"	"RPL36"
"PH_hs_0033515"	"0.90197172"	"7.92e-01"	"0.0646415"	"ACOX2"
"PH_hs_0008307"	"0.90197172"	"7.92e-01"	"0.1123899"	"XYLB"
"PH_hs_0046244"	"0.90197172"	"7.92e-01"	"0.0816065"	"AGBL1"
"PH_hs_0026782"	"0.90203898"	"7.92e-01"	"-0.0479656"	"INTS10"
"PH_hs_0037203"	"0.90204569"	"7.92e-01"	"-0.0635334"	"KRTAP12-1|KRTAP12-2"
"PH_hs_0019546"	"0.90204569"	"7.92e-01"	"-0.0627305"	"GSTP1"
"PH_hs_0048180"	"0.90208094"	"7.92e-01"	"-0.0680296"	"previous version conserved probe"
"PH_hs_0062076"	"0.90208094"	"7.92e-01"	"-0.0639438"	"OR4F17|OR4F5|OR4F4"
"PH_hs_0013325"	"0.90208094"	"7.92e-01"	"-0.0796374"	""
"PH_hs_0006317"	"0.90214204"	"7.92e-01"	"-0.0478048"	"UTY"
"PH_hs_0016663"	"0.90214204"	"7.92e-01"	"-0.0684659"	"TNFRSF13C"
"PH_hs_0042907"	"0.90214204"	"7.92e-01"	"-0.0561568"	"ACCSL"
"PH_hs_0046843"	"0.90216342"	"7.92e-01"	"0.1301099"	"previous version conserved probe"
"PH_hs_0039999"	"0.90227034"	"7.92e-01"	"-0.0515845"	""
"PH_hs_0062246"	"0.90227034"	"7.92e-01"	"0.0591023"	"PRAMEF2|PRAMEF1|PRAMEF14|PRAMEF13"
"PH_hs_0061259"	"0.90235019"	"7.92e-01"	"0.0471657"	"CTNNA2"
"PH_hs_0048462"	"0.90240921"	"7.92e-01"	"0.0472964"	"MBP"
"PH_hs_0035610"	"0.90242549"	"7.92e-01"	"0.063519"	"ZMYM4"
"PH_hs_0023140"	"0.9024372"	"7.92e-01"	"-0.0704945"	"CCDC38"
"PH_hs_0033981"	"0.90251495"	"7.93e-01"	"0.0629842"	"previous version conserved probe"
"PH_hs_0042730"	"0.90258065"	"7.93e-01"	"-0.0696537"	"TNFAIP8L3"
"PH_hs_0044883"	"0.90266636"	"7.93e-01"	"-0.052287"	"OR2AK2"
"PH_hs_0061480"	"0.90267037"	"7.93e-01"	"-0.0547923"	"AR"
"PH_hs_0005882"	"0.90267037"	"7.93e-01"	"-0.0622396"	"SLK"
"PH_hs_0006672"	"0.90267037"	"7.93e-01"	"-0.0630136"	"PRAMEL"
"PH_hs_0026265"	"0.9026958"	"7.93e-01"	"-0.0883359"	"KCNK18"
"PH_hs_0040975"	"0.9026958"	"7.93e-01"	"-0.054885"	"MUC5B"
"PH_hs_0026152"	"0.9026958"	"7.93e-01"	"-0.0519323"	"MYEF2"
"PH_hs_0007429"	"0.90275899"	"7.93e-01"	"0.0706609"	"UPP2"
"PH_hs_0036058"	"0.90277546"	"7.93e-01"	"-0.1186911"	"IGFBP3"
"PH_hs_0061808"	"0.90279959"	"7.93e-01"	"0.0523687"	"ZNF502"
"PH_hs_0015417"	"0.90283484"	"7.93e-01"	"0.1044672"	"NKD1"
"PH_hs_0038400"	"0.90289901"	"7.93e-01"	"-0.0521354"	"VSTM4"
"PH_hs_0062001"	"0.90289901"	"7.93e-01"	"-0.1241936"	"STARD13"
"PH_hs_0015012"	"0.90289901"	"7.93e-01"	"-0.0653422"	"PCSK5"
"PH_hs_0029475"	"0.90289901"	"7.93e-01"	"0.1338782"	"SSTR5"
"PH_hs_0005039"	"0.90312265"	"7.94e-01"	"-0.0626806"	"previous version conserved probe"
"PH_hs_0025457"	"0.90324583"	"7.94e-01"	"-0.0644979"	"CELF4"
"PH_hs_0022347"	"0.9032645"	"7.94e-01"	"-0.0528902"	"TXLNA"
"PH_hs_0006605"	"0.90327423"	"7.94e-01"	"0.0661425"	"previous version conserved probe"
"PH_hs_0036036"	"0.90331647"	"7.94e-01"	"-0.0713457"	"NRG3"
"PH_hs_0023491"	"0.90333548"	"7.94e-01"	"-0.0452483"	"SEPT4"
"PH_hs_0042796"	"0.90333548"	"7.94e-01"	"-0.0711537"	"BSPH1"
"PH_hs_0042280"	"0.90333548"	"7.94e-01"	"0.1527708"	"previous version conserved probe"
"PH_hs_0004115"	"0.90333548"	"7.94e-01"	"0.0904366"	"LAMC3"
"PH_hs_0042217"	"0.90337564"	"7.94e-01"	"0.0671127"	"ZCCHC12"
"PH_hs_0026643"	"0.90337564"	"7.94e-01"	"0.0931909"	"TTBK2"
"PH_hs_0046635"	"0.90337564"	"7.94e-01"	"-0.0639603"	""
"PH_hs_0035479"	"0.90337564"	"7.94e-01"	"-0.0708352"	"CETN2"
"PH_hs_0061868"	"0.90337564"	"7.94e-01"	"-0.061003"	"AGTR1"
"PH_hs_0045924"	"0.90337564"	"7.94e-01"	"-0.0555595"	"PQBP1"
"PH_hs_0060914"	"0.90345568"	"7.94e-01"	"0.0917139"	"CCR5"
"PH_hs_0048343"	"0.9035019"	"7.94e-01"	"-0.0606523"	"MYH6"
"PH_hs_0003584"	"0.90350612"	"7.94e-01"	"-0.0666399"	"LOC644135"
"PH_hs_0022208"	"0.90350612"	"7.94e-01"	"0.0863891"	"RUNX1T1"
"PH_hs_0031715"	"0.90350612"	"7.94e-01"	"0.0929277"	"CSDAP1|CSDA"
"PH_hs_0043906"	"0.90350612"	"7.94e-01"	"0.0716484"	"previous version conserved probe"
"PH_hs_0005452"	"0.90350612"	"7.94e-01"	"0.0910671"	"PRSS58"
"PH_hs_0048216"	"0.90352252"	"7.95e-01"	"-0.0552664"	"C2orf29"
"PH_hs_0025775"	"0.90370917"	"7.95e-01"	"-0.0578399"	"TP53RK"
"PH_hs_0027213"	"0.90370917"	"7.95e-01"	"-0.0505582"	"AFF1"
"PH_hs_0002462"	"0.90372475"	"7.95e-01"	"-0.0528299"	"KIAA0753"
"PH_hs_0006443"	"0.90387877"	"7.95e-01"	"0.0699787"	"previous version conserved probe"
"PH_hs_0011427"	"0.90389029"	"7.95e-01"	"-0.0658924"	"BANK1"
"PH_hs_0025359"	"0.90389029"	"7.95e-01"	"0.0660375"	"NPHP4"
"PH_hs_0002927"	"0.9040522"	"7.95e-01"	"0.0520759"	"CA7"
"PH_hs_0026626"	"0.9040553"	"7.95e-01"	"0.0543809"	"LMTK3"
"PH_hs_0046650"	"0.90407708"	"7.95e-01"	"0.0588837"	"previous version conserved probe"
"PH_hs_0048722"	"0.90407708"	"7.95e-01"	"-0.0685677"	"PCDHB2"
"PH_hs_0042332"	"0.90416522"	"7.95e-01"	"-0.0522673"	"SPINT3"
"PH_hs_0026800"	"0.90416522"	"7.95e-01"	"-0.0536349"	"RBAK"
"PH_hs_0025802"	"0.90416522"	"7.96e-01"	"0.0903021"	"TSEN15"
"PH_hs_0040932"	"0.90416522"	"7.96e-01"	"-0.1086381"	"SMURF1"
"PH_hs_0002327"	"0.90416522"	"7.96e-01"	"-0.061143"	"SYNPR"
"PH_hs_0032245"	"0.90416522"	"7.96e-01"	"0.2175573"	"DYTN"
"PH_hs_0032412"	"0.90416522"	"7.96e-01"	"-0.0645048"	"NRBP1"
"PH_hs_0043219"	"0.90416522"	"7.96e-01"	"0.0539578"	"FAM49B"
